Open,High,Low,Close,Adj Close,Date
0.9165016887878107,0.9148500680421093,0.8925981620626718,0.9015228843269361,0.9015229339650004,2024-01-02
0.8990649548376711,0.9006174513871754,0.9013729584001697,0.8965290378225904,0.8965290915554709,2024-01-03
0.89774479258273,0.9011637599077428,0.9019819414642379,0.9038002518338728,0.9038002592482205,2024-01-04
0.904592950679567,0.9157788675580014,0.9098987212971247,0.9170531457310991,0.9170531778159219,2024-01-05
0.9257976319951506,0.9307491215988624,0.9259258985496431,0.935464427337625,0.9354645201575108,2024-01-08
0.9304730492760642,0.9352839074948279,0.9350882679621785,0.9320894485764719,0.9320894254062048,2024-01-09
0.9408416400527441,0.9688849244306736,0.9453855641975402,0.9678694150755894,0.9678694812622661,2024-01-10
0.9737349065364791,0.968447827593601,0.9560427255810408,0.9656743600391208,0.9656743626053699,2024-01-11
0.9683168612670272,0.9801398970402686,0.974339840954599,0.978899704798215,0.9788998789642966,2024-01-12
0.9779152944461902,0.9761787642695929,0.9679455610195761,0.9596103676827087,0.9596104891599493,2024-01-16
0.9577007558047463,0.9568650531981262,0.9440845587640939,0.9621072909348815,0.9621073683367867,2024-01-17
0.9719746901965576,0.9795662439149788,0.9782428572549381,0.9833996764797525,0.9833998091690428,2024-01-18
0.9926292829229821,1.00008195044647,0.9976748149759361,1.0034847566337712,1.0034848716981146,2024-01-19
1.017244278482495,1.0164454454450178,1.0065050271672318,0.9989024724817656,0.9989025667553346,2024-01-22
1.0080858154565775,1.0110638104796301,1.0090516221803265,1.008286512795031,1.0082866464786568,2024-01-23
1.0228823088285697,1.0322898097923259,1.0249128052976122,1.0233777464447036,1.0233777825423438,2024-01-24
1.0233498925225284,1.0304868166022894,1.0189614298160379,1.0301824672993458,1.0301825242949396,2024-01-25
1.0348460222230353,1.0340381971406152,1.0353761801435937,1.0328166338262865,1.0328167507390702,2024-01-26
1.036606154631222,1.0508113610038157,1.0395560222867612,1.0516943248534705,1.051694434964958,2024-01-29
1.060258537125574,1.060181389976904,1.0574655645852824,1.0490602420625117,1.0490602925766823,2024-01-30
1.0201320337462436,1.0373436429718337,1.0229474854216867,1.0218411911719791,1.0218412415104439,2024-01-31
1.0337183993674737,1.0441731247366557,1.0394175671276538,1.034572661108265,1.0345727616087321,2024-02-01
1.2143014713448164,1.2776321060423772,1.2053922730215785,1.254657701487692,1.2546578041745384,2024-02-02
1.24257429583386,1.2392231072664337,1.2225820850238225,1.2119083891929963,1.2119084252015235,2024-02-05
1.2264026649207045,1.226165141466802,1.2053645650946796,1.1990396759819422,1.1990398100035071,2024-02-06
1.2099010144267477,1.2381850126993492,1.2141670693590765,1.2398408706515733,1.2398409423661625,2024-02-07
1.23828387341997,1.2356444654910828,1.2386646781301387,1.2409658635719576,1.240966029987168,2024-02-08
1.2510176604802177,1.2438398436088693,1.2454188232133,1.235779926724526,1.2357800358927957,2024-02-09
1.2379263242301901,1.2590286043844177,1.2429551830301282,1.2379476000948266,1.2379477523409175,2024-02-12
1.2067931901546416,1.2282686752056935,1.211149861965634,1.213856506818061,1.213856587756028,2024-02-13
1.23721122585063,1.2452603458035811,1.241598846218271,1.2499657231990506,1.24996589039666,2024-02-14
1.257425764492074,1.2848986846442714,1.2585672482314842,1.279462225332502,1.2794624348578285,2024-02-15
1.2652090060450938,1.2585095571008753,1.250235271872048,1.2500755010716689,1.2500755832876134,2024-02-16
1.2421342417488794,1.2509151767131013,1.2428998516517173,1.2457676197332173,1.245767720711855,2024-02-20
1.2332783526265199,1.2313009250927798,1.2296960952551221,1.2355604547152719,1.2369231114668005,2024-02-21
1.271067105399526,1.2886412273125623,1.2691967016880856,1.28522434947321,1.2866397121603905,2024-02-22
1.2925467470779546,1.3005791480986397,1.286608008154747,1.279462225332502,1.2808715472133412,2024-02-23
1.279950524130864,1.2781238920888942,1.2817638515691003,1.273178760966836,1.2745813113500373,2024-02-26
1.2703520909517008,1.2812107478177281,1.2798815709984848,1.2877486543915508,1.2891666833333666,2024-02-27
1.2841584416495535,1.2915369209114314,1.2877152270506749,1.279434759930352,1.2808439768928563,2024-02-28
1.2936193946472945,1.293312652864443,1.2873276539756373,1.2961997921275175,1.2976268210970257,2024-02-29
1.30371285719766,1.3275966179767704,1.3129048581911154,1.3295925295110984,1.3310549941263607,2024-03-01
1.3336633931314241,1.3280610594185651,1.3255550473774402,1.3183153023770688,1.3197657043905089,2024-03-04
1.311661192472815,1.3039119385345808,1.3019432475132744,1.2964467295389215,1.2978740293669828,2024-03-05
1.3188944293684104,1.3240999266478894,1.3196590032742768,1.3125531782363606,1.3139975394434595,2024-03-06
1.3344334667972062,1.370212517495102,1.3392847475327936,1.356729351667145,1.358220585668732,2024-03-07
1.3644389780171926,1.3803748730635625,1.3336655292724588,1.3396076879219396,1.3410808403036518,2024-03-08
1.3171892722464458,1.3086653145329312,1.2690306230774657,1.2782549199416497,1.2796628240164747,2024-03-11
1.3068757406877227,1.3222969334578527,1.2931960746272888,1.32259571831337,1.3240507878295253,2024-03-12
1.3127338400421549,1.3186636858407543,1.3106350045454624,1.3111264008362544,1.3125691782971207,2024-03-13
1.3261276662640056,1.3196744358031163,1.3026906012610635,1.300864305014009,1.3022962919615824,2024-03-14
1.2951870715878366,1.2936677158873477,1.2837014635181272,1.2796543156755882,1.2810636988981836,2024-03-15
1.3031628525402355,1.3089385104770634,1.2989536635713443,1.3149952544202157,1.3164422199342567,2024-03-18
1.2928768505904908,1.3067803708964245,1.2836461321397161,1.3129647405887008,1.3144095812453398,2024-03-19
1.3240374303432827,1.3383872325122683,1.3220949355305496,1.338427764197255,1.3398996033714152,2024-03-20
1.3658691747763123,1.3570726012490002,1.3521010153297381,1.3445740690241352,1.3460524079115703,2024-03-21
1.3446644934607288,1.3432224755893911,1.3474782687331222,1.3495678317924986,1.3510515458399734,2024-03-22
1.3413366841119998,1.3357100456480868,1.3361290849802436,1.3315681125383128,1.333032660286018,2024-03-25
1.3395214924858565,1.343304426035861,1.3222055982873715,1.3120044563452347,1.3134482344301408,2024-03-26
1.3234873417541237,1.3156860417954155,1.302441483345134,1.3064343388116306,1.3078723052237893,2024-03-27
1.3057205882231824,1.2965634928539138,1.2943586249016272,1.2837151758666534,1.2851288922201625,2024-03-28
1.2902090804033652,1.3089657717140888,1.2850301768784722,1.2995473054865205,1.3009778758737627,2024-04-01
1.284433485944133,1.3092389676582208,1.2929745801628711,1.3160653165362999,1.3175134277521197,2024-04-02
1.3224697534027405,1.3357646514898345,1.332004658690874,1.3417752775562581,1.343250658148152,2024-04-03
1.3705720377344697,1.3979402801544374,1.364751120040676,1.353244678769356,1.3547321836247015,2024-04-04
1.371782165485232,1.3998525683956666,1.3753528655703784,1.3982989077091206,1.3998341178712839,2024-04-05
1.4059407028694206,1.4020106246086081,1.3877540213161603,1.3761010012531192,1.3776129438956217,2024-04-08
1.3865511292482458,1.38665796294012,1.3541216665840745,1.3696529956824992,1.3711579585562501,2024-04-09
1.3509626469001415,1.3776157357529113,1.351519655717182,1.377692487330144,1.3792059704621735,2024-04-10
1.383470834585118,1.3811670329235397,1.3833249767816762,1.3868294227600406,1.3883525923947344,2024-04-11
1.374229950595735,1.3711414003786915,1.3612910081937855,1.3559336086286327,1.357424072385456,2024-04-12
1.3713970866864738,1.3666066978504234,1.327935563779915,1.3239128015768404,1.3253692039173455,2024-04-15
1.3202145076916167,1.3290171201714824,1.3274649513995678,1.32262318371552,1.3240781900382999,2024-04-16
1.3339384374260037,1.3246189739314318,1.29986718040514,1.307285012654443,1.3087237910363247,2024-04-17
1.3249175385132437,1.349341747940706,1.332807428292461,1.32822059917931,1.3296816055092813,2024-04-18
1.3331133045422652,1.3236354852060948,1.2682832693296766,1.2713404212143897,1.2727410765135285,2024-04-19
1.2971397433954024,1.2941595019338648,1.2618335735408561,1.2731513793006681,1.2745539091412628,2024-04-22
1.301347660914092,1.3125991026988844,1.3049327469798178,1.3125806436385108,1.3140250257080894,2024-04-23
1.3475797783334558,1.343304426035861,1.2927807936253524,1.3054465891660145,1.3068833880881052,2024-04-24
1.1092409296272638,1.1678413505216823,1.0987931202104504,1.1624365847781444,1.1637216410714224,2024-04-25
1.1644114410641875,1.1696716883164415,1.1471239388347092,1.1676773686938942,1.1689680713256378,2024-04-26
1.1591859351941147,1.1514233330490842,1.1377124515062444,1.1384003385696966,1.1396598960358308,2024-04-29
1.1357810673853643,1.1510408420537594,1.1409234454372053,1.1316779301855224,1.1329303842735823,2024-04-30
1.1290429437927059,1.1792875686289397,1.1336986879736966,1.1564275232260326,1.1577062678544157,2024-05-01
