Date,Close/Last,Volume,Open,High,Low
06/17/2025,147.986,N/A,153.207,149.095,146.558
06/16/2025,153.309,N/A,155.591,153.918,147.797
06/15/2025,155.66,N/A,145.773,157.101,151.04
06/14/2025,145.712,N/A,146.713,146.035,144.651
06/13/2025,146.65,N/A,144.851,148.621,146.475
06/12/2025,144.071,N/A,159.834,152.426,141.082
06/11/2025,159.991,N/A,166.665,161.25,159.335
06/10/2025,160.382,N/A,155.725,161.763,157.201
06/09/2025,159.392,N/A,151.568,161.763,158.787
06/08/2025,149.543,N/A,151.857,150.455,149.186
06/07/2025,151.167,N/A,149.241,152.813,146.956
06/06/2025,149.675,N/A,146.85,149.688,146.956
06/05/2025,146.64,N/A,153.87,146.793,144.282
06/04/2025,153.903,N/A,156.569,154.581,153.048
06/03/2025,156.741,N/A,159.439,157.627,154.306
06/02/2025,159.334,N/A,155.527,162.295,156.459
06/01/2025,155.714,N/A,154.732,158.93,155.392
05/31/2025,153.133,N/A,163.831,157.179,152.188
05/30/2025,154.401,N/A,165.103,157.179,152.188
05/29/2025,164.99,N/A,173.696,167.461,160.789
05/28/2025,173.58,N/A,175.163,175.221,171.439
05/27/2025,175.25,N/A,173.521,177.41,174.339
05/26/2025,173.791,N/A,176.99,175.755,171.454
05/25/2025,177.178,N/A,173.595,177.638,175.201
05/24/2025,173.727,N/A,175.078,176.851,170.718
05/23/2025,174.469,N/A,185.04,176.007,172.722
05/22/2025,184.816,N/A,176.766,185.255,179.392
05/21/2025,177.321,N/A,170.002,177.429,172.696
05/20/2025,170.35,N/A,169.181,170.826,166.902
05/19/2025,168.694,N/A,165.487,172.972,166.816
05/18/2025,165.592,N/A,166.857,173.624,165.055
05/17/2025,166.912,N/A,168.247,167.882,165.93
05/16/2025,167.091,N/A,172.623,168.246,164.11
05/15/2025,172.739,N/A,174.278,173.49,168.768
05/14/2025,174.915,N/A,180.278,178.292,174.244
05/13/2025,180.104,N/A,167.10,184.77,179.152
05/12/2025,167.374,N/A,174.854,174.326,167.374
05/11/2025,174.77,N/A,175.902,176.773,172.026
05/10/2025,176.149,N/A,171.573,179.948,173.502
05/09/2025,171.606,N/A,161.407,175.063,170.79
05/08/2025,162.072,N/A,150.897,164.272,161.75
05/07/2025,150.485,N/A,146.26,151.107,147.118
05/06/2025,145.326,N/A,146.868,146.70,143.822
05/05/2025,144.656,N/A,144.906,146.70,143.822
05/04/2025,144.969,N/A,145.646,145.421,142.564
05/03/2025,147.383,N/A,149.883,148.987,147.002
05/02/2025,148.395,N/A,150.75,148.987,147.556
05/01/2025,150.765,N/A,148.709,151.632,150.117
04/30/2025,148.794,N/A,148.15,149.602,147.598
04/29/2025,147.61,N/A,147.451,147.952,145.116
04/28/2025,147.59,N/A,148.415,149.182,147.129
04/27/2025,148.419,N/A,147.461,149.179,144.718
04/26/2025,147.209,N/A,151.36,150.324,146.303
04/25/2025,151.346,N/A,151.739,153.036,150.983
04/24/2025,151.79,N/A,147.79,154.409,150.557
04/23/2025,147.947,N/A,149.207,151.418,147.939
04/22/2025,149.165,N/A,139.361,149.357,147.292
04/21/2025,139.306,N/A,139.31,139.686,135.006
04/20/2025,139.615,N/A,140.967,142.891,137.678
04/19/2025,140.90,N/A,138.853,141.926,139.445
04/18/2025,138.708,N/A,134.565,139.097,133.611
04/17/2025,134.587,N/A,129.89,135.946,133.803
04/16/2025,129.956,N/A,126.465,132.587,129.594
04/15/2025,126.255,N/A,130.532,127.256,125.046
04/14/2025,130.457,N/A,131.653,130.70,127.841
04/13/2025,131.848,N/A,131.832,136.037,128.157
04/12/2025,131.844,N/A,120.161,133.763,131.012
04/11/2025,120.381,N/A,115.396,122.129,119.639
04/10/2025,115.45,N/A,115.443,115.702,112.181
04/09/2025,115.218,N/A,103.294,119.228,114.543
04/08/2025,103.349,N/A,111.303,106.487,101.337
04/07/2025,110.906,N/A,103.221,112.543,106.759
04/06/2025,102.68,N/A,119.889,107.725,102.42
04/05/2025,119.702,N/A,120.717,121.08,119.442
04/04/2025,120.951,N/A,115.365,122.75,120.667
04/03/2025,115.408,N/A,119.801,117.372,114.736
04/02/2025,120.089,N/A,124.324,120.837,116.381
04/01/2025,124.481,N/A,126.031,126.893,124.199
03/31/2025,125.81,N/A,124.542,126.658,123.84
03/30/2025,124.676,N/A,125.73,127.497,122.967
03/29/2025,123.668,N/A,129.488,130.475,122.952
03/28/2025,129.053,N/A,136.815,130.475,126.749
03/27/2025,136.801,N/A,139.796,139.021,136.239
03/26/2025,139.431,N/A,141.794,140.184,136.839
03/25/2025,141.66,N/A,138.626,144.569,141.561
03/24/2025,138.60,N/A,138.166,142.274,138.236
03/23/2025,138.096,N/A,130.695,138.284,132.12
03/22/2025,130.395,N/A,128.848,130.535,128.242
03/21/2025,128.857,N/A,127.969,129.274,127.864
03/20/2025,127.999,N/A,133.929,129.029,127.406
03/19/2025,133.942,N/A,126.451,135.917,132.871
03/18/2025,126.182,N/A,124.162,126.233,124.245
03/17/2025,126.424,N/A,127.745,128.061,126.424
03/16/2025,128.756,N/A,135.502,128.756,126.148
03/15/2025,135.425,N/A,135.145,136.621,134.212
03/14/2025,135.189,N/A,124.426,135.229,132.948
03/13/2025,124.57,N/A,124.958,125.388,123.09
03/12/2025,125.038,N/A,122.504,127.329,124.906
03/11/2025,122.884,N/A,119.971,126.901,122.734
03/10/2025,120.353,N/A,126.582,121.605,112.247
03/09/2025,126.993,N/A,137.912,129.006,124.286
03/08/2025,138.073,N/A,140.928,138.49,136.543
03/07/2025,140.818,N/A,141.064,141.065,137.805
03/06/2025,141.14,N/A,149.77,145.28,135.315
03/05/2025,149.057,N/A,141.961,149.994,144.608
03/04/2025,141.804,N/A,136.198,145.325,140.937
03/03/2025,137.062,N/A,169.435,144.919,132.764
03/02/2025,169.378,N/A,143.678,178.133,168.176
03/01/2025,141.976,N/A,136.075,150.853,138.594
02/28/2025,146.407,N/A,136.075,150.853,145.383
02/27/2025,128.587,N/A,136.255,137.894,125.641
02/26/2025,137.975,N/A,141.776,139.245,135.032
02/25/2025,142.674,N/A,140.884,145.095,141.77
02/24/2025,138.675,N/A,166.649,144.121,136.271
02/23/2025,159.142,N/A,171.889,169.592,157.489
02/22/2025,170.767,N/A,170.705,172.276,170.012
02/21/2025,171.055,N/A,174.566,172.648,168.158
02/20/2025,173.713,N/A,169.942,176.415,173.025
02/19/2025,172.747,N/A,168.877,174.806,167.746
02/18/2025,165.01,N/A,169.234,170.783,164.848
02/17/2025,175.881,N/A,183.44,179.014,175.579
02/16/2025,184.049,N/A,194.551,189.535,184.049
02/15/2025,194.573,N/A,198.426,195.34,193.103
02/14/2025,197.51,N/A,197.044,200.216,196.808
02/13/2025,195.501,N/A,198.07,197.357,194.177
02/12/2025,195.815,N/A,194.307,198.282,195.118
02/11/2025,194.256,N/A,201.178,198.407,193.467
02/10/2025,203.346,N/A,201.941,204.593,199.963
02/09/2025,204.395,N/A,190.617,207.297,198.562
02/08/2025,199.659,N/A,189.57,199.659,189.949
02/07/2025,191.769,N/A,194.216,194.21,191.564
02/06/2025,194.132,N/A,201.456,195.646,189.30
02/05/2025,201.176,N/A,204.987,201.831,195.774
02/04/2025,205.949,N/A,212.934,209.145,205.18
02/03/2025,213.47,N/A,189.62,219.918,213.315
02/02/2025,191.892,N/A,208.419,203.469,177.534
02/01/2025,215.053,N/A,230.133,234.139,215.015
01/31/2025,232.104,N/A,235.924,234.139,230.679
01/30/2025,236.217,N/A,241.111,239.113,235.037
01/29/2025,240.871,N/A,231.05,241.603,227.001
01/28/2025,230.938,N/A,239.808,231.92,226.935
01/27/2025,240.414,N/A,231.076,242.068,233.109
01/26/2025,232.052,N/A,258.795,242.442,231.963
01/25/2025,259.154,N/A,250.359,259.917,253.665
01/24/2025,251.185,N/A,255.17,253.569,248.162
01/23/2025,254.119,N/A,245.922,256.362,247.297
01/22/2025,246.647,N/A,255.863,258.25,245.066
01/21/2025,254.497,N/A,238.277,256.953,248.616
01/20/2025,235.578,N/A,243.661,243.773,231.962
01/19/2025,245.236,N/A,273.806,252.372,230.388
01/18/2025,270.967,N/A,228.074,273.056,252.444
01/17/2025,229.745,N/A,212.877,229.912,217.388
01/16/2025,212.448,N/A,201.707,215.094,209.939
01/15/2025,201.739,N/A,189.788,206.095,201.488
01/14/2025,189.332,N/A,185.869,189.982,187.091
01/13/2025,185.08,N/A,185.368,185.196,181.885
01/12/2025,185.878,N/A,186.751,191.803,184.223
01/11/2025,187.25,N/A,185.783,188.554,186.543
01/10/2025,185.223,N/A,188.901,188.737,185.173
01/09/2025,188.767,N/A,195.397,189.867,185.022
01/08/2025,194.618,N/A,196.884,198.977,193.672
01/07/2025,197.689,N/A,216.301,203.149,196.86
01/06/2025,216.642,N/A,215.853,219.066,216.251
01/05/2025,215.642,N/A,218.031,216.908,211.572
01/04/2025,218.508,N/A,216.844,218.987,215.309
01/03/2025,216.477,N/A,207.747,218.06,215.646
01/02/2025,207.878,N/A,204.212,208.219,205.633
01/01/2025,204.354,N/A,189.558,204.658,193.467
12/31/2024,189.61,N/A,188.858,192.481,189.062
12/30/2024,188.49,N/A,190.062,191.879,188.301
12/29/2024,190.423,N/A,194.263,194.214,189.137
12/28/2024,194.341,N/A,184.331,195.423,192.395
12/27/2024,184.723,N/A,189.577,185.87,183.906
12/26/2024,189.88,N/A,195.23,190.748,187.252
12/25/2024,195.162,N/A,199.316,199.617,194.763
12/24/2024,199.07,N/A,190.599,201.812,196.484
12/23/2024,190.321,N/A,186.423,191.048,186.149
12/22/2024,185.08,N/A,182.478,187.565,176.685
12/21/2024,180.586,N/A,194.171,183.807,179.972
12/20/2024,195.796,N/A,196.317,196.515,193.185
12/19/2024,195.686,N/A,209.005,199.508,191.899
12/18/2024,208.442,N/A,217.593,209.289,199.714
12/17/2024,215.643,N/A,214.205,225.911,215.64
12/16/2024,214.223,N/A,221.365,216.467,211.619
12/15/2024,221.301,N/A,220.21,227.121,220.659
12/14/2024,220.088,N/A,225.484,221.792,218.97
12/13/2024,225.733,N/A,226.025,226.947,223.794
12/12/2024,226.416,N/A,229.853,228.366,224.42
12/11/2024,229.135,N/A,218.775,231.907,225.786
12/10/2024,218.913,N/A,216.136,219.84,211.628
12/09/2024,215.77,N/A,232.491,220.614,207.149
12/08/2024,237.801,N/A,235.454,241.497,236.671
12/07/2024,240.666,N/A,237.639,243.161,234.235
12/06/2024,235.32,N/A,241.035,237.356,234.235
12/05/2024,240.811,N/A,236.726,246.912,234.784
12/04/2024,236.991,N/A,237.533,238.499,223.071
12/03/2024,238.104,N/A,228.516,240.258,233.93
12/02/2024,228.932,N/A,229.496,229.26,223.256
12/01/2024,228.835,N/A,236.758,238.028,226.653
11/30/2024,236.654,N/A,242.161,239.81,234.191
11/29/2024,242.432,N/A,240.504,243.272,239.286
11/28/2024,240.901,N/A,240.108,242.876,236.673
11/27/2024,240.336,N/A,229.944,245.262,238.18
11/26/2024,230.377,N/A,237.132,233.695,228.395
11/25/2024,237.806,N/A,252.604,239.46,233.744
11/24/2024,252.596,N/A,256.971,253.681,246.389
11/23/2024,256.22,N/A,262.474,259.706,254.591
11/22/2024,263.197,N/A,260.722,263.966,253.688
11/21/2024,260.913,N/A,240.353,264.248,252.663
11/20/2024,240.01,N/A,233.674,241.731,230.038
11/19/2024,232.751,N/A,239.854,237.65,230.677
11/18/2024,238.797,N/A,242.423,243.34,237.841
11/17/2024,241.868,N/A,233.587,245.026,234.077
11/16/2024,233.515,N/A,220.039,235.749,212.258
11/15/2024,220.334,N/A,205.911,221.743,216.026
11/14/2024,205.252,N/A,220.012,212.857,204.615
11/13/2024,218.941,N/A,205.439,219.96,212.454
11/12/2024,201.034,N/A,218.687,213.119,201.034
11/11/2024,219.966,N/A,207.931,222.367,215.715
11/10/2024,207.861,N/A,204.827,212.253,206.755
11/09/2024,198.296,N/A,198.911,203.384,195.09
11/08/2024,199.492,N/A,197.951,200.178,197.30
11/07/2024,197.987,N/A,188.557,200.973,195.709
11/06/2024,188.745,N/A,185.413,191.809,186.059
11/05/2024,186.058,N/A,159.981,188.096,166.551
11/04/2024,160.175,N/A,163.008,160.332,156.956
11/03/2024,162.99,N/A,163.031,164.959,160.50
11/02/2024,162.039,N/A,166.979,166.544,160.884
11/01/2024,166.985,N/A,167.587,168.56,166.147
10/31/2024,167.042,N/A,175.85,169.29,165.476
10/30/2024,174.403,N/A,179.661,176.473,174.403
10/29/2024,180.245,N/A,180.734,180.766,177.035
10/28/2024,181.385,N/A,175.118,182.166,177.185
10/27/2024,175.201,N/A,171.492,177.132,174.914
10/26/2024,172.657,N/A,163.381,173.163,170.282
10/25/2024,165.414,N/A,174.664,165.804,162.52
10/24/2024,174.586,N/A,174.309,177.409,174.40
10/23/2024,174.952,N/A,165.48,174.953,170.532
10/22/2024,167.359,N/A,166.971,167.772,165.963
10/21/2024,166.27,N/A,169.451,167.79,163.117
10/20/2024,169.217,N/A,159.032,169.997,167.25
10/19/2024,158.802,N/A,154.568,160.512,158.163
10/18/2024,154.644,N/A,151.87,155.969,154.223
10/17/2024,152.454,N/A,154.629,153.196,149.678
10/16/2024,154.718,N/A,154.233,155.648,153.798
10/15/2024,154.458,N/A,155.40,156.077,153.042
10/14/2024,155.631,N/A,152.495,158.258,155.505
10/13/2024,151.879,N/A,145.204,151.999,146.868
10/12/2024,145.34,N/A,145.105,147.022,145.264
10/11/2024,145.101,N/A,140.847,146.491,144.695
10/10/2024,141.018,N/A,139.827,141.511,138.732
10/09/2024,140.065,N/A,143.972,140.332,137.685
10/08/2024,143.898,N/A,144.681,145.289,143.176
10/07/2024,144.961,N/A,149.943,145.548,143.522
10/06/2024,149.877,N/A,142.702,150.865,146.041
10/05/2024,143.047,N/A,141.827,143.636,142.014
10/04/2024,141.891,N/A,137.293,144.003,141.736
10/03/2024,137.295,N/A,142.904,138.552,135.985
10/02/2024,142.535,N/A,147.243,142.673,138.868
10/01/2024,147.254,N/A,155.083,147.94,143.457
09/30/2024,155.204,N/A,156.149,155.208,151.511
09/29/2024,156.067,N/A,157.767,159.71,155.38
09/28/2024,157.178,N/A,158.509,157.685,156.311
09/27/2024,158.529,N/A,155.654,159.396,157.644
09/26/2024,155.632,N/A,149.192,156.312,154.017
09/25/2024,149.202,N/A,151.98,149.55,146.59
09/24/2024,151.82,N/A,146.576,153.758,151.12
09/23/2024,146.483,N/A,147.715,146.789,143.291
09/22/2024,148.065,N/A,148.068,148.985,142.203
09/21/2024,147.928,N/A,145.999,149.87,147.158
09/20/2024,146.234,N/A,144.33,147.921,145.04
09/19/2024,143.883,N/A,137.998,143.883,141.234
09/18/2024,138.268,N/A,131.721,138.575,134.327
09/17/2024,131.848,N/A,131.11,132.099,130.284
09/16/2024,131.285,N/A,130.624,131.925,130.359
09/15/2024,130.487,N/A,137.443,131.81,129.329
09/14/2024,137.513,N/A,139.389,137.916,137.092
09/13/2024,139.543,N/A,134.442,139.755,138.496
09/12/2024,134.61,N/A,135.657,136.206,134.396
09/11/2024,135.727,N/A,133.544,135.987,132.394
09/10/2024,133.514,N/A,133.383,135.875,133.437
09/09/2024,132.951,N/A,129.296,135.089,132.852
09/08/2024,129.014,N/A,128.179,130.978,127.993
09/07/2024,127.632,N/A,121.24,129.334,124.227
09/06/2024,125.202,N/A,131.165,125.65,124.227
09/05/2024,131.081,N/A,133.057,131.514,128.701
09/04/2024,131.615,N/A,127.105,134.322,131.468
09/03/2024,127.731,N/A,135.439,128.856,122.836
09/02/2024,135.649,N/A,130.182,137.234,134.241
09/01/2024,130.042,N/A,134.09,130.514,128.505
08/31/2024,134.001,N/A,138.284,135.581,132.91
08/30/2024,138.454,N/A,138.864,139.183,137.56
08/29/2024,138.806,N/A,143.393,141.067,138.464
08/28/2024,147.206,N/A,158.092,148.709,145.447
08/27/2024,146.599,N/A,158.392,147.123,145.447
08/26/2024,158.339,N/A,160.156,158.985,157.11
08/25/2024,159.983,N/A,158.229,160.047,157.723
08/24/2024,160.614,N/A,150.719,162.146,152.014
08/23/2024,153.406,N/A,144.492,154.515,152.014
08/22/2024,144.563,N/A,141.739,145.598,143.20
08/21/2024,141.561,N/A,142.441,143.212,140.82
08/20/2024,142.271,N/A,145.476,143.036,141.713
08/19/2024,145.365,N/A,143.252,147.634,143.502
08/18/2024,143.246,N/A,141.163,143.439,141.636
08/17/2024,141.547,N/A,138.813,143.144,141.044
08/16/2024,138.503,N/A,142.058,140.228,137.664
08/15/2024,142.228,N/A,144.693,144.332,140.808
08/14/2024,144.869,N/A,145.183,145.382,143.23
08/13/2024,145.672,N/A,143.602,147.169,143.764
08/12/2024,143.011,N/A,143.959,147.197,143.011
08/11/2024,143.943,N/A,155.673,144.69,141.419
08/10/2024,155.833,N/A,154.058,156.901,153.722
08/09/2024,154.581,N/A,159.02,158.452,153.513
08/08/2024,158.814,N/A,153.164,163.485,158.348
08/07/2024,154.632,N/A,151.579,156.253,141.49
08/06/2024,150.912,N/A,138.705,151.592,142.675
08/05/2024,139.046,N/A,126.763,141.041,129.529
08/04/2024,128.114,N/A,144.343,139.091,122.712
08/03/2024,141.788,N/A,154.885,153.893,140.109
08/02/2024,153.138,N/A,164.393,153.893,148.791
08/01/2024,164.362,N/A,168.686,169.337,161.638
07/31/2024,169.172,N/A,181.031,172.776,168.626
07/30/2024,180.938,N/A,182.581,181.605,178.137
07/29/2024,182.476,N/A,192.266,183.728,179.547
07/28/2024,192.235,N/A,184.309,193.247,184.439
07/27/2024,184.897,N/A,182.65,186.579,182.55
07/26/2024,182.67,N/A,175.74,184.256,181.355
07/25/2024,176.183,N/A,170.718,176.844,171.842
07/24/2024,170.051,N/A,173.652,179.549,168.875
07/23/2024,173.896,N/A,179.09,174.464,171.035
07/22/2024,179.293,N/A,173.099,184.86,178.642
07/21/2024,181.675,N/A,173.733,184.86,181.126
07/20/2024,173.303,N/A,170.972,175.311,172.843
07/19/2024,169.691,N/A,158.733,171.766,168.384
07/18/2024,161.937,N/A,158.614,161.956,156.287
07/17/2024,159.209,N/A,161.053,159.757,155.477
07/16/2024,160.85,N/A,156.624,163.602,160.117
07/15/2024,157.885,N/A,151.464,160.038,156.184
07/14/2024,151.56,N/A,143.625,152.04,147.053
07/13/2024,144.002,N/A,139.041,145.109,141.884
07/12/2024,138.968,N/A,136.531,139.89,138.298
07/11/2024,136.768,N/A,140.312,138.175,134.091
07/10/2024,140.093,N/A,141.784,143.111,139.254
07/09/2024,141.732,N/A,140.431,141.732,138.669
07/08/2024,140.636,N/A,130.766,141.072,136.548
07/07/2024,131.01,N/A,141.984,132.92,128.12
07/06/2024,140.396,N/A,135.215,143.288,140.396
07/05/2024,134.613,N/A,123.715,137.663,132.452
07/04/2024,124.028,N/A,137.035,128.946,121.651
07/03/2024,136.838,N/A,150.49,142.676,133.551
07/02/2024,150.45,N/A,149.151,154.439,149.515
07/01/2024,149.30,N/A,147.489,149.629,146.142
06/30/2024,147.817,N/A,138.238,148.69,145.989
06/29/2024,138.612,N/A,141.711,140.999,138.323
06/28/2024,141.859,N/A,147.51,142.457,139.961
06/27/2024,147.426,N/A,137.416,150.387,146.687
06/26/2024,137.455,N/A,138.506,137.828,135.676
06/25/2024,138.598,N/A,135.799,140.325,136.168
06/24/2024,135.667,N/A,126.176,136.52,131.208
06/23/2024,126.878,N/A,134.721,129.73,126.144
06/22/2024,134.609,N/A,134.932,135.071,133.611
06/21/2024,135.154,N/A,132.676,135.211,133.101
06/20/2024,132.526,N/A,133.022,134.708,131.914
06/19/2024,138.731,N/A,137.275,141.771,136.115
06/18/2024,140.831,N/A,135.602,141.316,136.115
06/17/2024,135.369,N/A,147.325,143.75,129.144
06/16/2024,147.595,N/A,143.992,151.731,147.595
06/15/2024,144.38,N/A,141.893,145.687,142.962
06/14/2024,144.463,N/A,147.483,144.533,142.962
06/13/2024,147.585,N/A,151.518,148.363,146.032
06/12/2024,151.339,N/A,149.69,155.237,150.013
06/11/2024,149.484,N/A,156.068,149.819,145.513
06/10/2024,155.908,N/A,159.806,159.644,154.962
06/09/2024,159.847,N/A,157.784,162.18,159.738
06/08/2024,157.944,N/A,162.668,158.781,156.625
06/07/2024,162.79,N/A,170.556,163.094,161.904
06/06/2024,170.421,N/A,173.805,170.584,169.043
06/05/2024,173.723,N/A,173.409,174.371,173.169
06/04/2024,173.008,N/A,166.161,174.819,171.207
06/03/2024,166.247,N/A,164.104,166.761,164.446
06/02/2024,163.738,N/A,165.888,165.16,161.793
06/01/2024,166.123,N/A,167.545,167.055,165.522
05/31/2024,167.205,N/A,167.016,167.768,165.58
05/30/2024,167.28,N/A,169.932,167.484,165.631
05/29/2024,169.919,N/A,169.702,170.836,167.912
05/28/2024,165.92,N/A,164.593,171.945,165.068
05/27/2024,166.969,N/A,165.389,171.945,166.128
05/26/2024,165.577,N/A,166.177,166.458,163.356
05/25/2024,166.391,N/A,169.459,168.388,165.044
05/24/2024,169.053,N/A,171.809,169.723,166.077
05/23/2024,171.925,N/A,178.758,176.077,171.637
05/22/2024,178.351,N/A,177.928,179.173,175.692
05/21/2024,177.756,N/A,184.157,179.229,176.548
05/20/2024,184.668,N/A,172.169,188.752,182.877
05/19/2024,172.463,N/A,174.391,173.38,167.848
05/18/2024,174.388,N/A,173.214,175.075,172.004
05/17/2024,173.29,N/A,162.12,174.07,168.742
05/16/2024,162.51,N/A,163.128,162.684,159.301
05/15/2024,163.61,N/A,143.963,163.72,158.191
05/14/2024,143.815,N/A,146.366,144.148,141.362
05/13/2024,145.963,N/A,140.139,148.097,145.753
05/12/2024,139.506,N/A,146.387,145.722,138.609
05/11/2024,146.42,N/A,143.605,146.847,145.256
05/10/2024,144.061,N/A,153.999,147.551,143.356
05/09/2024,153.746,N/A,144.172,154.218,151.417
05/08/2024,144.114,N/A,149.441,144.755,141.982
05/07/2024,149.471,N/A,153.832,149.925,147.501
05/06/2024,153.854,N/A,146.257,157.917,152.077
05/05/2024,146.177,N/A,144.661,147.971,145.481
05/04/2024,144.356,N/A,144.126,147.177,143.255
05/03/2024,144.147,N/A,139.805,144.921,142.376
05/02/2024,133.884,N/A,120.305,134.876,128.284
05/01/2024,130.248,N/A,125.099,134.876,128.785
04/30/2024,125.992,N/A,137.156,127.269,123.952
04/29/2024,136.526,N/A,136.386,139.687,135.249
04/28/2024,136.26,N/A,144.098,138.89,135.646
04/27/2024,143.938,N/A,135.451,144.586,140.851
04/26/2024,136.734,N/A,143.284,140.138,133.85
04/25/2024,143.531,N/A,145.95,145.058,141.638
04/24/2024,146.216,N/A,156.732,149.438,145.076
04/23/2024,157.038,N/A,155.564,158.863,154.517
04/22/2024,155.752,N/A,150.467,159.02,155.623
04/21/2024,151.232,N/A,150.714,151.349,146.867
04/20/2024,150.645,N/A,142.956,152.226,139.718
04/19/2024,142.30,N/A,136.365,143.487,139.718
04/18/2024,135.971,N/A,135.667,142.079,128.627
04/17/2024,135.434,N/A,137.423,136.438,129.796
04/16/2024,136.642,N/A,134.457,138.201,134.922
04/15/2024,134.46,N/A,148.086,140.403,134.193
04/14/2024,148.312,N/A,134.962,151.416,146.504
04/13/2024,133.992,N/A,151.746,140.802,130.816
04/12/2024,150.944,N/A,174.105,153.285,145.718
04/11/2024,173.614,N/A,172.793,174.251,172.358
04/10/2024,170.352,N/A,174.051,173.519,163.229
04/09/2024,169.602,N/A,180.456,180.853,169.362
04/08/2024,177.213,N/A,176.333,180.853,176.917
04/07/2024,176.385,N/A,180.693,179.529,175.498
04/06/2024,180.865,N/A,176.018,182.62,177.349
04/05/2024,175.835,N/A,179.349,176.518,173.604
04/04/2024,178.234,N/A,183.396,185.025,177.751
04/03/2024,181.775,N/A,188.533,187.282,181.10
04/02/2024,188.286,N/A,183.58,188.341,177.085
04/01/2024,193.027,N/A,202.51,204.194,187.311
03/31/2024,202.65,N/A,194.319,204.194,200.883
03/30/2024,194.507,N/A,192.792,197.206,193.747
03/29/2024,192.475,N/A,188.321,194.243,190.938
03/28/2024,188.137,N/A,182.229,190.507,187.641
03/27/2024,181.877,N/A,189.96,187.879,180.923
03/26/2024,190.129,N/A,191.579,192.546,188.83
03/25/2024,191.838,N/A,184.726,191.968,188.187
03/24/2024,184.524,N/A,171.755,185.445,181.085
03/23/2024,172.79,N/A,175.10,176.949,172.641
03/22/2024,171.85,N/A,176.09,177.859,170.502
03/21/2024,178.683,N/A,190.823,181.643,174.386
03/20/2024,190.309,N/A,169.545,195.408,189.46
03/19/2024,172.785,N/A,184.309,176.799,169.862
03/15/2024,178.892,N/A,166.658,186.634,172.373
03/14/2024,178.272,N/A,167.423,186.634,173.057
03/13/2024,167.396,N/A,149.337,169.159,163.204
03/12/2024,149.363,N/A,150.905,151.601,148.872
03/11/2024,152.294,N/A,141.174,154.89,147.285
03/10/2024,140.82,N/A,146.658,144.455,136.848
03/09/2024,147.008,N/A,147.098,148.287,143.99
