Date,Close/Last,Volume,Open,High,Low
06/28/2025,2.1857,N/A,2.1854,2.1899,2.1758
06/27/2025,2.1828,N/A,2.1057,2.1908,2.1347
06/26/2025,2.1077,N/A,2.1957,2.1106,2.0822
06/25/2025,2.1934,N/A,2.1785,2.2122,2.1809
06/24/2025,2.1803,N/A,2.1509,2.1977,2.1781
06/23/2025,2.1501,N/A,2.0183,2.1659,2.1322
06/22/2025,2.0163,N/A,2.0592,2.0319,2.0043
06/21/2025,2.0537,N/A,2.1301,2.0874,2.0412
06/20/2025,2.1316,N/A,2.1552,2.1324,2.116
06/19/2025,2.1574,N/A,2.1665,2.173,2.1565
06/18/2025,2.1615,N/A,2.1676,2.1828,2.1564
06/17/2025,2.1647,N/A,2.2514,2.1773,2.1525
06/16/2025,2.2497,N/A,2.1723,2.2563,2.2042
06/15/2025,2.1741,N/A,2.1532,2.1862,2.1517
06/14/2025,2.152,N/A,2.159,2.1537,2.1383
06/13/2025,2.1559,N/A,2.1261,2.1586,2.1332
06/12/2025,2.1225,N/A,2.2441,2.191,2.085
06/11/2025,2.2469,N/A,2.2978,2.2729,2.2382
06/10/2025,2.3079,N/A,2.2677,2.3258,2.2709
06/09/2025,2.3007,N/A,2.2427,2.3258,2.2984
06/08/2025,2.2159,N/A,2.1762,2.2238,2.167
06/07/2025,2.1811,N/A,2.1734,2.1907,2.1482
06/06/2025,2.1772,N/A,2.1299,2.1783,2.1482
06/05/2025,2.1239,N/A,2.2056,2.1254,2.0834
06/04/2025,2.2045,N/A,2.2527,2.2147,2.1982
06/03/2025,2.2569,N/A,2.1961,2.2654,2.2307
06/02/2025,2.1947,N/A,2.1576,2.2214,2.1887
06/01/2025,2.1586,N/A,2.164,2.1831,2.1515
05/31/2025,2.1378,N/A,2.207,2.1503,2.0814
05/30/2025,2.1112,N/A,2.217,2.148,2.0814
05/29/2025,2.2185,N/A,2.2918,2.2518,2.1532
05/28/2025,2.292,N/A,2.3127,2.311,2.2679
05/27/2025,2.3108,N/A,2.2963,2.3224,2.3032
05/26/2025,2.2987,N/A,2.3424,2.3168,2.2695
05/25/2025,2.3433,N/A,2.323,2.3524,2.3317
05/24/2025,2.3242,N/A,2.3338,2.3362,2.2951
05/23/2025,2.3318,N/A,2.4744,2.3363,2.2882
05/22/2025,2.4719,N/A,2.4171,2.4797,2.4228
05/21/2025,2.4204,N/A,2.3589,2.4223,2.3907
05/20/2025,2.3625,N/A,2.3825,2.3675,2.3325
05/19/2025,2.3796,N/A,2.3497,2.4084,2.3749
05/18/2025,2.3555,N/A,2.3586,2.4385,2.3527
05/17/2025,2.3578,N/A,2.3702,2.3686,2.3498
05/16/2025,2.3582,N/A,2.413,2.3828,2.3139
05/15/2025,2.4158,N/A,2.5227,2.4167,2.3491
05/14/2025,2.5296,N/A,2.5565,2.5709,2.5143
05/13/2025,2.5555,N/A,2.4312,2.5958,2.543
05/12/2025,2.4356,N/A,2.396,2.5462,2.4302
05/11/2025,2.3935,N/A,2.4028,2.4071,2.3538
05/10/2025,2.4086,N/A,2.3669,2.4815,2.384
05/09/2025,2.369,N/A,2.2944,2.3786,2.3373
05/08/2025,2.3134,N/A,2.1853,2.3313,2.3021
05/07/2025,2.1776,N/A,2.1479,2.1818,2.1179
05/06/2025,2.0988,N/A,2.1769,2.1401,2.0953
05/05/2025,2.1206,N/A,2.1475,2.1401,2.0953
05/04/2025,2.1492,N/A,2.1985,2.1701,2.1333
05/03/2025,2.196,N/A,2.2121,2.2197,2.1946
05/02/2025,2.213,N/A,2.2245,2.2197,2.1975
05/01/2025,2.226,N/A,2.2042,2.2335,2.2087
04/30/2025,2.2064,N/A,2.2481,2.22,2.1884
04/29/2025,2.2447,N/A,2.2882,2.2505,2.2252
04/28/2025,2.288,N/A,2.2588,2.3141,2.2777
04/27/2025,2.2583,N/A,2.1755,2.2644,2.2203
04/26/2025,2.1757,N/A,2.1912,2.2046,2.1615
04/25/2025,2.1904,N/A,2.1813,2.2029,2.1803
04/24/2025,2.1838,N/A,2.1747,2.2168,2.1651
04/23/2025,2.1799,N/A,2.2348,2.2226,2.1782
04/22/2025,2.233,N/A,2.083,2.2344,2.1957
04/21/2025,2.084,N/A,2.1088,2.103,2.0658
04/20/2025,2.1121,N/A,2.0834,2.1229,2.0771
04/19/2025,2.0829,N/A,2.0845,2.094,2.0801
04/18/2025,2.0858,N/A,2.0561,2.0862,2.0587
04/17/2025,2.0541,N/A,2.0695,2.0687,2.0445
04/16/2025,2.0694,N/A,2.0834,2.0883,2.0635
04/15/2025,2.0814,N/A,2.1534,2.0975,2.067
04/14/2025,2.1534,N/A,2.1402,2.1543,2.1173
04/13/2025,2.1447,N/A,2.1573,2.1781,2.1132
04/12/2025,2.1541,N/A,2.0129,2.1727,2.1357
04/11/2025,2.0155,N/A,1.9996,2.0257,2.0045
04/10/2025,1.9993,N/A,2.0007,2.0054,1.9475
04/09/2025,1.993,N/A,1.7472,2.0549,1.9717
04/08/2025,1.7532,N/A,1.904,1.8115,1.7234
04/07/2025,1.8986,N/A,1.8209,1.9327,1.8615
04/06/2025,1.8072,N/A,2.1299,1.9517,1.8017
04/05/2025,2.1272,N/A,2.1172,2.1587,2.1233
04/04/2025,2.1208,N/A,2.0493,2.1434,2.1143
04/03/2025,2.0529,N/A,2.0624,2.0774,2.0378
04/02/2025,2.0563,N/A,2.0996,2.0715,2.0088
04/01/2025,2.1039,N/A,2.0971,2.139,2.086
03/31/2025,2.0986,N/A,2.0814,2.1147,2.0659
03/30/2025,2.0827,N/A,2.1822,2.1391,2.0812
03/29/2025,2.1228,N/A,2.2068,2.2244,2.0625
03/28/2025,2.1759,N/A,2.3105,2.2244,2.1307
03/27/2025,2.3086,N/A,2.3771,2.3428,2.3029
03/26/2025,2.3775,N/A,2.4377,2.3898,2.346
03/25/2025,2.4367,N/A,2.4141,2.4778,2.4367
03/24/2025,2.4142,N/A,2.4437,2.463,2.4101
03/23/2025,2.4394,N/A,2.3883,2.4554,2.4142
03/22/2025,2.3883,N/A,2.389,2.392,2.3656
03/21/2025,2.388,N/A,2.4263,2.4059,2.3746
03/20/2025,2.4258,N/A,2.4847,2.4653,2.4141
03/19/2025,2.4827,N/A,2.295,2.5549,2.4797
03/18/2025,2.2898,N/A,2.286,2.3073,2.2659
03/17/2025,2.3168,N/A,2.3293,2.3392,2.3163
03/16/2025,2.3528,N/A,2.3832,2.3541,2.295
03/15/2025,2.3818,N/A,2.4246,2.4093,2.3637
03/14/2025,2.422,N/A,2.2902,2.4295,2.3544
03/13/2025,2.2792,N/A,2.2409,2.2996,2.2385
03/12/2025,2.2413,N/A,2.168,2.2572,2.2268
03/11/2025,2.171,N/A,2.0458,2.2455,2.1616
03/10/2025,2.0547,N/A,2.1703,2.0614,1.906
03/09/2025,2.1777,N/A,2.3234,2.1981,2.0901
03/08/2025,2.3221,N/A,2.3682,2.3505,2.3059
03/07/2025,2.3733,N/A,2.4842,2.408,2.3305
03/06/2025,2.4846,N/A,2.5304,2.6187,2.3781
03/05/2025,2.5247,N/A,2.4518,2.5448,2.4723
03/04/2025,2.4541,N/A,2.2915,2.5352,2.4345
03/03/2025,2.3071,N/A,2.8087,2.4193,2.216
03/02/2025,2.79852,N/A,2.2488,2.9436,2.766
03/01/2025,2.19175,N/A,2.1754,2.2177,2.1221
02/28/2025,2.20726,N/A,2.1754,2.2143,2.1221
02/27/2025,2.0419,N/A,2.1837,2.1997,1.997
02/26/2025,2.18648,N/A,2.2777,2.2154,2.1612
02/25/2025,2.30601,N/A,2.3064,2.3291,2.2751
02/24/2025,2.27037,N/A,2.5754,2.3345,2.2159
02/23/2025,2.47526,N/A,2.5664,2.6028,2.4461
02/22/2025,2.5576,N/A,2.5831,2.5749,2.5425
02/21/2025,2.58038,N/A,2.6791,2.597,2.5542
02/20/2025,2.65565,N/A,2.7161,2.6929,2.6422
02/19/2025,2.70525,N/A,2.7379,2.7473,2.6823
02/18/2025,2.53086,N/A,2.562,2.5757,2.5197
02/17/2025,2.6404,N/A,2.7037,2.668,2.6276
02/16/2025,2.7075,N/A,2.7884,2.7632,2.6936
02/15/2025,2.7883,N/A,2.7905,2.7988,2.7564
02/14/2025,2.7897,N/A,2.5691,2.8304,2.7248
02/13/2025,2.5724,N/A,2.4725,2.5964,2.5313
02/12/2025,2.4742,N/A,2.3946,2.4858,2.4537
02/11/2025,2.3969,N/A,2.4772,2.4258,2.3814
02/10/2025,2.4689,N/A,2.3882,2.4753,2.4202
02/09/2025,2.456,N/A,2.381,2.5052,2.4085
02/08/2025,2.4281,N/A,2.3804,2.4351,2.3527
02/07/2025,2.3733,N/A,2.358,2.4237,2.3675
02/06/2025,2.3545,N/A,2.4385,2.3723,2.3137
02/05/2025,2.4337,N/A,2.5069,2.4447,2.3769
02/04/2025,2.5107,N/A,2.7187,2.5631,2.4725
02/03/2025,2.6755,N/A,2.2482,2.7797,2.6755
02/02/2025,2.1456,N/A,2.8302,2.58,1.8739
02/01/2025,2.8894,N/A,3.0364,3.0709,2.8863
01/31/2025,3.0458,N/A,3.093,3.0709,3.027
01/30/2025,3.0791,N/A,3.122,3.1322,3.0773
01/29/2025,3.1242,N/A,3.0931,3.1302,3.0496
01/28/2025,3.0888,N/A,3.0878,3.0933,3.0564
01/27/2025,3.1245,N/A,2.9612,3.1463,3.0075
01/26/2025,2.9698,N/A,3.1353,3.0183,2.9649
01/25/2025,3.1351,N/A,3.1165,3.1422,3.1054
01/24/2025,3.1225,N/A,3.1618,3.1344,3.0977
01/23/2025,3.1433,N/A,3.1115,3.1479,3.0551
01/22/2025,3.1139,N/A,3.1646,3.1813,3.1077
01/21/2025,3.1633,N/A,3.0841,3.2067,3.1537
01/20/2025,3.0686,N/A,3.1053,3.1894,3.046
01/19/2025,3.1125,N/A,3.2698,3.1416,2.9169
01/18/2025,3.2753,N/A,3.2914,3.2965,3.0656
01/17/2025,3.2009,N/A,3.3128,3.2965,3.1955
01/16/2025,3.3067,N/A,3.0761,3.3485,3.2413
01/15/2025,3.0674,N/A,2.8042,3.1451,2.935
01/14/2025,2.7913,N/A,2.5384,2.8726,2.6511
01/13/2025,2.5379,N/A,2.5244,2.5519,2.5161
01/12/2025,2.5235,N/A,2.5509,2.5618,2.4972
01/11/2025,2.5481,N/A,2.3326,2.5801,2.5072
01/10/2025,2.3274,N/A,2.2864,2.3623,2.3261
01/09/2025,2.284,N/A,2.3627,2.2953,2.2602
01/08/2025,2.353,N/A,2.3085,2.3925,2.3391
01/07/2025,2.3138,N/A,2.4077,2.3647,2.2694
01/06/2025,2.4116,N/A,2.4163,2.4228,2.3945
01/05/2025,2.4146,N/A,2.4008,2.4364,2.3745
01/04/2025,2.4004,N/A,2.4504,2.4272,2.3798
01/03/2025,2.449,N/A,2.4416,2.5058,2.4299
01/02/2025,2.4446,N/A,2.4022,2.4722,2.3967
01/01/2025,2.4201,N/A,2.102,2.4475,2.3298
12/31/2024,2.1048,N/A,2.0171,2.1113,2.0815
12/30/2024,2.0152,N/A,2.0835,2.0642,2.0143
12/29/2024,2.09,N/A,2.1804,2.1488,2.0833
12/28/2024,2.1809,N/A,2.1498,2.1881,2.1706
12/27/2024,2.153,N/A,2.1686,2.157,2.1341
12/26/2024,2.1739,N/A,2.2558,2.1892,2.1342
12/25/2024,2.256,N/A,2.2918,2.3143,2.2505
12/24/2024,2.2947,N/A,2.2617,2.323,2.2829
12/23/2024,2.2545,N/A,2.2119,2.2625,2.2132
12/22/2024,2.2119,N/A,2.2036,2.2329,2.133
12/21/2024,2.2077,N/A,2.308,2.257,2.2059
12/20/2024,2.3093,N/A,2.3027,2.3149,2.2525
12/19/2024,2.3106,N/A,2.3363,2.3536,2.226
12/18/2024,2.3477,N/A,2.5029,2.3663,2.1775
12/17/2024,2.4879,N/A,2.4846,2.5882,2.4714
12/16/2024,2.4793,N/A,2.4007,2.4898,2.4423
12/15/2024,2.4017,N/A,2.4365,2.4667,2.392
12/14/2024,2.4369,N/A,2.4692,2.4406,2.3859
12/13/2024,2.4671,N/A,2.3294,2.4765,2.403
12/12/2024,2.3338,N/A,2.4594,2.3664,2.3104
12/11/2024,2.4509,N/A,2.3337,2.4848,2.3519
12/10/2024,2.3355,N/A,2.1411,2.382,2.2355
12/09/2024,2.1449,N/A,2.4708,2.2792,2.0427
12/08/2024,2.551,N/A,2.422,2.5554,2.5312
12/07/2024,2.4936,N/A,2.3614,2.5673,2.3874
12/06/2024,2.428,N/A,2.3475,2.4997,2.4004
12/05/2024,2.3474,N/A,2.3035,2.3474,2.2335
12/04/2024,2.3134,N/A,2.582,2.392,2.1772
12/03/2024,2.5784,N/A,2.7253,2.5785,2.5033
12/02/2024,2.7062,N/A,2.4284,2.7723,2.6502
12/01/2024,2.4211,N/A,1.8886,2.4964,2.2919
11/30/2024,1.883,N/A,1.848,1.9512,1.8514
11/29/2024,1.8526,N/A,1.5473,1.8633,1.7657
11/28/2024,1.551,N/A,1.4732,1.5775,1.525
11/27/2024,1.4703,N/A,1.3681,1.4835,1.4415
11/26/2024,1.3694,N/A,1.4475,1.4188,1.3598
11/25/2024,1.4471,N/A,1.4037,1.458,1.4027
11/24/2024,1.4421,N/A,1.473,1.4639,1.3583
11/23/2024,1.4592,N/A,1.5662,1.5113,1.4421
11/22/2024,1.5206,N/A,1.3813,1.6292,1.4714
11/21/2024,1.4068,N/A,1.1156,1.4307,1.2491
11/20/2024,1.1112,N/A,1.0783,1.1299,1.0797
11/19/2024,1.0829,N/A,1.1121,1.1141,1.0584
11/18/2024,1.1093,N/A,1.1418,1.1479,1.1053
11/17/2024,1.1374,N/A,1.0353,1.1389,1.054
11/16/2024,1.0348,N/A,0.9481,1.1575,1.0173
11/15/2024,0.9383,N/A,0.8051,0.9393,0.8784
11/14/2024,0.7998,N/A,0.6999,0.8377,0.7713
11/13/2024,0.7006,N/A,0.6611,0.7042,0.6847
11/12/2024,0.649,N/A,0.605,0.7348,0.6489
11/11/2024,0.6063,N/A,0.5908,0.6213,0.5989
11/10/2024,0.591,N/A,0.577,0.5982,0.586
11/09/2024,0.5526,N/A,0.5522,0.5566,0.5441
11/08/2024,0.5465,N/A,0.5503,0.5538,0.5454
11/07/2024,0.5502,N/A,0.5569,0.56,0.5478
11/06/2024,0.5581,N/A,0.5364,0.5769,0.5378
11/05/2024,0.5372,N/A,0.5077,0.5381,0.5141
11/04/2024,0.5074,N/A,0.5065,0.508,0.5019
11/03/2024,0.5067,N/A,0.5047,0.5085,0.5006
11/02/2024,0.5021,N/A,0.5142,0.5111,0.498
11/01/2024,0.5151,N/A,0.5191,0.516,0.5128
10/31/2024,0.5159,N/A,0.5215,0.5162,0.5028
10/30/2024,0.5215,N/A,0.5257,0.5237,0.5201
10/29/2024,0.5257,N/A,0.5233,0.5285,0.5227
10/28/2024,0.5234,N/A,0.5131,0.5264,0.5182
10/27/2024,0.513,N/A,0.5162,0.5173,0.5128
10/26/2024,0.5136,N/A,0.5084,0.5142,0.512
10/25/2024,0.5117,N/A,0.5289,0.5118,0.4992
10/24/2024,0.5293,N/A,0.5286,0.5322,0.528
10/23/2024,0.5288,N/A,0.5315,0.5303,0.5255
10/22/2024,0.5334,N/A,0.5449,0.5339,0.5316
10/21/2024,0.5435,N/A,0.5478,0.5464,0.5399
10/20/2024,0.5472,N/A,0.5468,0.5502,0.5455
10/19/2024,0.5468,N/A,0.5455,0.5499,0.5454
10/18/2024,0.548,N/A,0.5435,0.5499,0.5454
10/17/2024,0.5447,N/A,0.5494,0.5467,0.5398
10/16/2024,0.5493,N/A,0.5431,0.55,0.5458
10/15/2024,0.5437,N/A,0.5475,0.5449,0.5394
10/14/2024,0.5489,N/A,0.5384,0.5553,0.5466
10/13/2024,0.5378,N/A,0.536,0.5392,0.5281
10/12/2024,0.5361,N/A,0.5361,0.5394,0.5355
10/11/2024,0.5363,N/A,0.5352,0.5394,0.5354
10/10/2024,0.5354,N/A,0.5275,0.5364,0.5296
10/09/2024,0.5277,N/A,0.5323,0.529,0.5228
10/08/2024,0.533,N/A,0.5333,0.5344,0.5292
10/07/2024,0.5324,N/A,0.541,0.5335,0.5288
10/06/2024,0.5406,N/A,0.5315,0.5438,0.5327
10/05/2024,0.5301,N/A,0.5282,0.5329,0.5281
10/04/2024,0.5282,N/A,0.5229,0.5351,0.5269
10/03/2024,0.5244,N/A,0.5378,0.5273,0.5151
10/02/2024,0.5374,N/A,0.6027,0.5442,0.5236
10/01/2024,0.6037,N/A,0.6231,0.6064,0.5953
09/30/2024,0.6234,N/A,0.6451,0.6245,0.6105
09/29/2024,0.6455,N/A,0.613,0.651,0.6353
09/28/2024,0.6113,N/A,0.5888,0.6164,0.6093
09/27/2024,0.5908,N/A,0.5865,0.5929,0.5881
09/26/2024,0.5864,N/A,0.582,0.5911,0.5826
09/25/2024,0.5818,N/A,0.5933,0.5846,0.5756
09/24/2024,0.5925,N/A,0.5854,0.5955,0.5897
09/23/2024,0.5853,N/A,0.5938,0.5862,0.5816
09/22/2024,0.593,N/A,0.5987,0.5957,0.5793
09/21/2024,0.5983,N/A,0.5812,0.6049,0.5953
09/20/2024,0.5824,N/A,0.5881,0.5851,0.5805
09/19/2024,0.5876,N/A,0.5853,0.5877,0.5777
09/18/2024,0.5855,N/A,0.5805,0.5896,0.5813
09/17/2024,0.5813,N/A,0.5867,0.5841,0.5758
09/16/2024,0.5864,N/A,0.5685,0.5883,0.579
09/15/2024,0.5675,N/A,0.5882,0.5714,0.5599
09/14/2024,0.5879,N/A,0.5773,0.5957,0.5878
09/13/2024,0.578,N/A,0.5611,0.5793,0.5705
09/12/2024,0.561,N/A,0.5374,0.5635,0.556
09/11/2024,0.5374,N/A,0.5333,0.5395,0.5334
09/10/2024,0.533,N/A,0.5338,0.5412,0.5325
09/09/2024,0.5341,N/A,0.5304,0.5395,0.5338
09/08/2024,0.5302,N/A,0.5282,0.531,0.5273
09/07/2024,0.5271,N/A,0.5193,0.5327,0.5198
09/06/2024,0.5222,N/A,0.5457,0.524,0.5198
09/05/2024,0.5467,N/A,0.5529,0.5472,0.5406
09/04/2024,0.5537,N/A,0.5534,0.5597,0.5525
09/03/2024,0.5535,N/A,0.5666,0.5603,0.5353
09/02/2024,0.5667,N/A,0.55,0.5722,0.5656
09/01/2024,0.5493,N/A,0.5608,0.5506,0.5465
08/31/2024,0.5608,N/A,0.5648,0.5667,0.5592
08/30/2024,0.565,N/A,0.5618,0.5681,0.5649
08/29/2024,0.562,N/A,0.571,0.565,0.5604
08/28/2024,0.5714,N/A,0.5902,0.5749,0.5604
08/27/2024,0.5674,N/A,0.5925,0.5693,0.5604
08/26/2024,0.5927,N/A,0.5969,0.5942,0.5869
08/25/2024,0.596,N/A,0.6078,0.6021,0.5923
08/24/2024,0.6216,N/A,0.6076,0.6301,0.6047
08/23/2024,0.6085,N/A,0.5983,0.6109,0.6047
08/22/2024,0.5982,N/A,0.5982,0.6018,0.5966
08/21/2024,0.5975,N/A,0.5958,0.6013,0.5926
08/20/2024,0.5966,N/A,0.6076,0.6002,0.5927
08/19/2024,0.6055,N/A,0.5675,0.6093,0.5971
08/18/2024,0.566,N/A,0.569,0.5678,0.5615
08/17/2024,0.5667,N/A,0.5636,0.5693,0.5652
08/16/2024,0.5624,N/A,0.5664,0.5652,0.5613
08/15/2024,0.5634,N/A,0.5724,0.5685,0.5581
08/14/2024,0.5721,N/A,0.5796,0.5739,0.5674
08/13/2024,0.5783,N/A,0.5652,0.581,0.5713
08/12/2024,0.5639,N/A,0.5643,0.5721,0.5638
08/11/2024,0.5658,N/A,0.5905,0.5659,0.5509
08/10/2024,0.5898,N/A,0.5838,0.593,0.5835
08/09/2024,0.5897,N/A,0.6169,0.5935,0.5781
08/08/2024,0.6142,N/A,0.6128,0.6244,0.6094
08/07/2024,0.6148,N/A,0.5153,0.6233,0.5794
08/06/2024,0.515,N/A,0.5115,0.5168,0.5011
08/05/2024,0.5117,N/A,0.4769,0.5156,0.4885
08/04/2024,0.4758,N/A,0.5571,0.5255,0.4624
08/03/2024,0.5515,N/A,0.571,0.5774,0.5412
08/02/2024,0.5638,N/A,0.5878,0.5642,0.5434
08/01/2024,0.587,N/A,0.6114,0.5969,0.5803
07/31/2024,0.6115,N/A,0.6496,0.63,0.6094
07/30/2024,0.6488,N/A,0.6004,0.6581,0.6258
07/29/2024,0.601,N/A,0.6066,0.6044,0.5956
07/28/2024,0.6066,N/A,0.5996,0.6089,0.6004
07/27/2024,0.6017,N/A,0.5966,0.6025,0.5964
07/26/2024,0.5966,N/A,0.605,0.6033,0.595
07/25/2024,0.6055,N/A,0.6065,0.6077,0.5979
07/24/2024,0.604,N/A,0.6042,0.6219,0.5962
07/23/2024,0.604,N/A,0.6143,0.6045,0.5919
07/22/2024,0.5916,N/A,0.5964,0.6001,0.5897
07/21/2024,0.5951,N/A,0.5935,0.6001,0.5912
07/20/2024,0.5928,N/A,0.5816,0.597,0.5894
07/19/2024,0.5807,N/A,0.556,0.5825,0.571
07/18/2024,0.5552,N/A,0.6072,0.5697,0.5409
07/17/2024,0.6053,N/A,0.5857,0.636,0.6021
07/16/2024,0.5851,N/A,0.5658,0.5874,0.5784
07/15/2024,0.5669,N/A,0.5265,0.5688,0.5361
07/14/2024,0.5269,N/A,0.5197,0.5311,0.5213
07/13/2024,0.5195,N/A,0.4927,0.5314,0.5143
07/12/2024,0.4925,N/A,0.4519,0.4947,0.4738
07/11/2024,0.452,N/A,0.4403,0.4526,0.4446
07/10/2024,0.4386,N/A,0.4358,0.4433,0.4368
07/09/2024,0.436,N/A,0.4331,0.436,0.4319
07/08/2024,0.4337,N/A,0.4152,0.434,0.4275
07/07/2024,0.4146,N/A,0.4446,0.4205,0.4036
07/06/2024,0.4437,N/A,0.4259,0.4489,0.4437
07/05/2024,0.4274,N/A,0.398,0.4317,0.4237
07/04/2024,0.4006,N/A,0.4597,0.4329,0.3865
07/03/2024,0.4596,N/A,0.4804,0.4696,0.4507
07/02/2024,0.4805,N/A,0.4786,0.4869,0.4787
07/01/2024,0.4787,N/A,0.4785,0.4791,0.476
06/30/2024,0.4782,N/A,0.4715,0.4796,0.4755
06/29/2024,0.4715,N/A,0.4746,0.4737,0.4704
06/28/2024,0.4746,N/A,0.4744,0.4749,0.4715
06/27/2024,0.4761,N/A,0.4693,0.4776,0.4741
06/26/2024,0.4693,N/A,0.4758,0.4702,0.4681
06/25/2024,0.4752,N/A,0.4755,0.4781,0.4742
06/24/2024,0.478,N/A,0.4755,0.4793,0.4732
06/23/2024,0.4771,N/A,0.488,0.4802,0.4739
06/22/2024,0.4888,N/A,0.488,0.4889,0.4862
06/21/2024,0.4873,N/A,0.4888,0.4896,0.4872
06/20/2024,0.4888,N/A,0.4934,0.4909,0.4868
06/19/2024,0.4928,N/A,0.4975,0.4974,0.4869
06/18/2024,0.4962,N/A,0.4899,0.4974,0.4894
06/17/2024,0.4899,N/A,0.4889,0.508,0.477
06/16/2024,0.4876,N/A,0.4911,0.4907,0.485
06/15/2024,0.4914,N/A,0.4694,0.505,0.474
06/14/2024,0.4765,N/A,0.4783,0.4765,0.474
06/13/2024,0.4785,N/A,0.4859,0.48,0.4753
06/12/2024,0.4859,N/A,0.4816,0.4917,0.4834
06/11/2024,0.4812,N/A,0.4885,0.4813,0.4745
06/10/2024,0.4892,N/A,0.5009,0.497,0.4846
06/09/2024,0.5008,N/A,0.4932,0.5011,0.4969
06/08/2024,0.493,N/A,0.5001,0.4944,0.4914
06/07/2024,0.50,N/A,0.5227,0.5005,0.497
06/06/2024,0.5225,N/A,0.5256,0.5226,0.5198
06/05/2024,0.5257,N/A,0.5257,0.5272,0.5242
06/04/2024,0.5254,N/A,0.5214,0.5277,0.5247
06/03/2024,0.5211,N/A,0.5166,0.5222,0.5189
06/02/2024,0.5166,N/A,0.519,0.5191,0.512
06/01/2024,0.5187,N/A,0.5192,0.5197,0.518
05/31/2024,0.5193,N/A,0.5216,0.5199,0.5175
05/30/2024,0.5217,N/A,0.5275,0.522,0.518
05/29/2024,0.5276,N/A,0.5287,0.5276,0.5232
05/28/2024,0.5235,N/A,0.5279,0.5353,0.5218
05/27/2024,0.5272,N/A,0.5316,0.5353,0.5259
05/26/2024,0.5318,N/A,0.54,0.5336,0.5276
05/25/2024,0.54,N/A,0.5347,0.5418,0.5387
05/24/2024,0.5347,N/A,0.5305,0.536,0.5334
05/23/2024,0.5308,N/A,0.5293,0.5348,0.526
05/22/2024,0.5287,N/A,0.5365,0.5291,0.5255
05/21/2024,0.5363,N/A,0.5354,0.5372,0.5329
05/20/2024,0.5351,N/A,0.5133,0.5429,0.5337
05/19/2024,0.5133,N/A,0.5223,0.5138,0.5067
05/18/2024,0.5225,N/A,0.5242,0.5234,0.5203
05/17/2024,0.5241,N/A,0.5165,0.5242,0.5217
05/16/2024,0.5166,N/A,0.5171,0.5176,0.5137
05/15/2024,0.5181,N/A,0.5016,0.519,0.5156
05/14/2024,0.5013,N/A,0.5069,0.5021,0.4975
05/13/2024,0.5058,N/A,0.4921,0.5083,0.5035
05/12/2024,0.492,N/A,0.5072,0.5028,0.4869
05/11/2024,0.5074,N/A,0.5041,0.5075,0.5051
