Date,Close,High,Low,Open,Volume
,XRP-USD,XRP-USD,XRP-USD,XRP-USD,XRP-USD
2025-08-08,3.2871201038360596,3.375807046890259,3.213244915008545,3.3182408809661865,10725932348
2025-08-09,3.2278831005096436,3.34472393989563,3.215956926345825,3.287048101425171,5751246666
2025-08-10,3.1878559589385986,3.2766270637512207,3.160249948501587,3.2278800010681152,5480657770
2025-08-11,3.134514093399048,3.3272359371185303,3.1220450401306152,3.187868118286133,8655881431
2025-08-12,3.2665059566497803,3.300262928009033,3.112154960632324,3.134493112564087,8909122577
2025-08-13,3.2805910110473633,3.3238399028778076,3.2074968814849854,3.266510009765625,8866523352
2025-08-14,3.083522081375122,3.3459880352020264,3.0372560024261475,3.2805728912353516,12234770540
