Date,Close,High,Low,Open,Volume
,SOL-USD,SOL-USD,SOL-USD,SOL-USD,SOL-USD
2025-08-08,176.76329040527344,179.35963439941406,173.70159912109375,175.48545837402344,6565011386
2025-08-09,180.18234252929688,183.14248657226562,176.7598419189453,176.76312255859375,5297615193
2025-08-10,182.90301513671875,185.916748046875,177.99513244628906,180.18289184570312,6719478867
2025-08-11,174.97781372070312,186.6573028564453,173.68667602539062,182.9030303955078,7353962794
2025-08-12,191.85682678222656,193.4408416748047,173.8356170654297,174.9778289794922,8611505118
2025-08-13,201.59042358398438,204.4700164794922,191.49545288085938,191.85682678222656,11831412257
2025-08-14,192.58595275878906,209.66685485839844,187.7833709716797,201.58673095703125,14664456934
