Date,Close,High,Low,Open,Volume
,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD
2025-07-17,119289.84375,120999.609375,117508.21875,118738.5078125,72363841798
2025-07-18,118003.2265625,120851.9140625,116925.984375,119284.109375,77945799785
2025-07-19,117939.9765625,118541.3984375,117388.4140625,117998.125,47564562765
2025-07-20,117300.7890625,118865.03125,116550.1328125,117944.109375,57515447231
2025-07-21,117439.5390625,119671.5625,116584.3984375,117306.46875,69820091744
2025-07-22,119995.4140625,120269.96875,116233.2265625,117426.5,79217583118
2025-07-23,118754.9609375,120113.3515625,117391.390625,119997.4453125,66608604537
2025-07-24,118368.0,119535.453125,117247.96875,118770.984375,72627318560
2025-07-25,117635.8828125,118486.9765625,114759.8203125,118368.0,104857024569
2025-07-26,117947.3671875,118335.6875,117181.2265625,117644.84375,48508954046
2025-07-27,119448.4921875,119815.59375,117859.6875,117944.7265625,54683390892
2025-07-28,117924.4765625,119819.7890625,117441.4375,119457.5234375,64822943193
2025-07-29,117922.1484375,119273.8671875,116987.3671875,117938.5859375,68463107433
2025-07-30,117831.1875,118780.7265625,115800.828125,117921.9921875,68896148592
2025-07-31,115758.203125,118919.984375,115505.21875,117833.6328125,69370346018
2025-08-01,113320.0859375,116060.7734375,112724.4453125,115738.953125,91294530181
2025-08-02,112526.9140625,114021.6015625,112005.765625,113320.390625,56870866000
2025-08-03,114217.671875,114747.421875,111943.8046875,112525.8046875,48099615826
2025-08-04,115071.8828125,115729.46875,114130.40625,114223.921875,35783028986
2025-08-05,114141.4453125,115117.4375,112701.109375,115072.1875,61039182286
2025-08-06,115028.0,115737.8359375,113372.25,114140.9140625,56379133510
2025-08-07,117496.8984375,117676.90625,114279.7109375,115030.0546875,64051649681
2025-08-08,116688.7265625,117689.203125,115917.4609375,117505.5,59713005166
2025-08-09,116500.359375,117906.609375,116363.8359375,116678.2734375,54004312429
2025-08-10,119306.7578125,119320.7109375,116485.1640625,116497.71875,64755458694
2025-08-11,118731.4453125,122321.09375,118159.03125,119306.8125,90528784177
2025-08-12,120172.90625,120302.46875,118228.71875,118717.6640625,72803657984
2025-08-13,123344.0625,123682.453125,118939.6328125,120168.9765625,90904808795
2025-08-14,118359.578125,124457.1171875,117254.8828125,123339.3984375,104055627395
