Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-21 00:00:00+00:00,181.54525756835938,198.91555786132812,178.56219482421875,195.9942626953125,11211509986,0.0,0.0
2025-07-22 00:00:00+00:00,195.98789978027344,205.87147521972656,194.2823028564453,205.70054626464844,14508715185,0.0,0.0
2025-07-23 00:00:00+00:00,205.71124267578125,205.75608825683594,184.32736206054688,189.54293823242188,10671351702,0.0,0.0
2025-07-24 00:00:00+00:00,189.539306640625,191.88336181640625,179.94815063476562,182.60606384277344,8921891799,0.0,0.0
2025-07-25 00:00:00+00:00,182.60394287109375,186.78858947753906,176.41354370117188,186.7796630859375,8613557362,0.0,0.0
2025-07-26 00:00:00+00:00,186.77980041503906,189.64695739746094,184.5326690673828,184.91387939453125,3756183776,0.0,0.0
2025-07-27 00:00:00+00:00,184.91197204589844,190.44314575195312,184.74012756347656,188.73348999023438,4713357652,0.0,0.0
2025-07-28 00:00:00+00:00,188.7321014404297,194.65802001953125,182.36875915527344,182.54156494140625,7456216270,0.0,0.0
2025-07-29 00:00:00+00:00,182.55848693847656,186.4884490966797,178.57058715820312,181.33531188964844,5430304723,0.0,0.0
2025-07-30 00:00:00+00:00,181.33531188964844,182.3795166015625,172.34226989746094,177.6940155029297,6074764559,0.0,0.0
2025-07-31 00:00:00+00:00,177.69378662109375,182.48248291015625,171.85279846191406,172.42434692382812,5443530167,0.0,0.0
2025-08-01 00:00:00+00:00,172.4171142578125,172.4171142578125,159.78857421875,162.87709045410156,8200357157,0.0,0.0
2025-08-02 00:00:00+00:00,162.87709045410156,165.1070098876953,156.0843505859375,158.48301696777344,4455060056,0.0,0.0
2025-08-03 00:00:00+00:00,158.48341369628906,162.8240509033203,156.87167358398438,161.95497131347656,3702562222,0.0,0.0
2025-08-04 00:00:00+00:00,161.9629669189453,169.71173095703125,161.43699645996094,169.42568969726562,4977909460,0.0,0.0
2025-08-05 00:00:00+00:00,169.4277801513672,171.56015014648438,161.64089965820312,164.096435546875,4979304041,0.0,0.0
2025-08-06 00:00:00+00:00,164.09857177734375,169.86183166503906,161.40118408203125,168.1757354736328,3851544154,0.0,0.0
2025-08-07 00:00:00+00:00,168.17543029785156,175.48870849609375,166.89454650878906,175.4854278564453,5177005321,0.0,0.0
2025-08-08 00:00:00+00:00,175.48545837402344,179.35963439941406,173.70159912109375,176.76329040527344,6565011386,0.0,0.0
2025-08-09 00:00:00+00:00,176.76312255859375,183.14248657226562,176.7598419189453,180.18234252929688,5297615193,0.0,0.0
2025-08-10 00:00:00+00:00,180.18289184570312,185.916748046875,177.99513244628906,182.90301513671875,6719478867,0.0,0.0
2025-08-11 00:00:00+00:00,182.9030303955078,186.6573028564453,173.68667602539062,174.97781372070312,7353962794,0.0,0.0
2025-08-12 00:00:00+00:00,174.9778289794922,193.4408416748047,173.8356170654297,191.85682678222656,8611505118,0.0,0.0
2025-08-13 00:00:00+00:00,191.85682678222656,204.4700164794922,191.49545288085938,201.59042358398438,11831412257,0.0,0.0
2025-08-14 00:00:00+00:00,201.58673095703125,209.66685485839844,187.7833709716797,192.58595275878906,14664456934,0.0,0.0
2025-08-15 00:00:00+00:00,192.5877685546875,198.13832092285156,183.76400756835938,185.7412567138672,7685764515,0.0,0.0
2025-08-16 00:00:00+00:00,185.7395477294922,189.98114013671875,185.45777893066406,189.76699829101562,3716008732,0.0,0.0
2025-08-17 00:00:00+00:00,189.76585388183594,195.4407958984375,187.7236785888672,191.16482543945312,4221788171,0.0,0.0
2025-08-19 00:00:00+00:00,183.06446838378906,185.35726928710938,177.8688201904297,178.2090301513672,5898470912,0.0,0.0
