Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-07-21 00:00:00+00:00,3.459537982940674,3.64241099357605,3.4161550998687744,3.55576491355896,9514968528,0.0,0.0
2025-07-22 00:00:00+00:00,3.5556368827819824,3.5769379138946533,3.4308359622955322,3.551676034927368,8927291368,0.0,0.0
2025-07-23 00:00:00+00:00,3.5516719818115234,3.5521459579467773,3.0699470043182373,3.1849300861358643,13463451823,0.0,0.0
2025-07-24 00:00:00+00:00,3.1849400997161865,3.2600300312042236,2.9854791164398193,3.143894910812378,12401558966,0.0,0.0
2025-07-25 00:00:00+00:00,3.1438910961151123,3.1508629322052,3.009105920791626,3.1417200565338135,8709196636,0.0,0.0
2025-07-26 00:00:00+00:00,3.141684055328369,3.213773012161255,3.113023042678833,3.167534112930298,4116974190,0.0,0.0
2025-07-27 00:00:00+00:00,3.167418956756592,3.2484660148620605,3.16269588470459,3.2412819862365723,5026533835,0.0,0.0
2025-07-28 00:00:00+00:00,3.2412490844726562,3.324357032775879,3.1140570640563965,3.11584210395813,8060553540,0.0,0.0
2025-07-29 00:00:00+00:00,3.1159019470214844,3.1827991008758545,3.061113119125366,3.1284310817718506,6224568345,0.0,0.0
2025-07-30 00:00:00+00:00,3.1284310817718506,3.157607078552246,3.0166521072387695,3.0983760356903076,6525487340,0.0,0.0
2025-07-31 00:00:00+00:00,3.098275899887085,3.1738059520721436,3.0180630683898926,3.025170087814331,5429993622,0.0,0.0
2025-08-01 00:00:00+00:00,3.0251119136810303,3.051882028579712,2.9082601070404053,2.96459698677063,9496832986,0.0,0.0
2025-08-02 00:00:00+00:00,2.9644839763641357,3.0177719593048096,2.747067928314209,2.766371965408325,6806946397,0.0,0.0
2025-08-03 00:00:00+00:00,2.766434907913208,2.9583849906921387,2.7463839054107666,2.9495439529418945,5493336229,0.0,0.0
2025-08-04 00:00:00+00:00,2.949549913406372,3.088593006134033,2.9358890056610107,3.072809934616089,6105465016,0.0,0.0
2025-08-05 00:00:00+00:00,3.0728049278259277,3.103377103805542,2.923888921737671,2.963747978210449,5761767874,0.0,0.0
2025-08-06 00:00:00+00:00,2.9637489318847656,3.017256021499634,2.9063880443573,2.9918880462646484,4694230831,0.0,0.0
2025-08-07 00:00:00+00:00,2.991887092590332,3.329602003097534,2.9683361053466797,3.3182079792022705,8073584245,0.0,0.0
2025-08-08 00:00:00+00:00,3.3182408809661865,3.375807046890259,3.213244915008545,3.2871201038360596,10725932348,0.0,0.0
2025-08-09 00:00:00+00:00,3.287048101425171,3.34472393989563,3.215956926345825,3.2278831005096436,5751246666,0.0,0.0
2025-08-10 00:00:00+00:00,3.2278800010681152,3.2766270637512207,3.160249948501587,3.1878559589385986,5480657770,0.0,0.0
2025-08-11 00:00:00+00:00,3.187868118286133,3.3272359371185303,3.1220450401306152,3.134514093399048,8655881431,0.0,0.0
2025-08-12 00:00:00+00:00,3.134493112564087,3.300262928009033,3.112154960632324,3.2665059566497803,8909122577,0.0,0.0
2025-08-13 00:00:00+00:00,3.266510009765625,3.3238399028778076,3.2074968814849854,3.2805910110473633,8866523352,0.0,0.0
2025-08-14 00:00:00+00:00,3.2805728912353516,3.3459880352020264,3.0372560024261475,3.083522081375122,12234770540,0.0,0.0
2025-08-15 00:00:00+00:00,3.0835559368133545,3.1427619457244873,3.008507013320923,3.078666925430298,7119201345,0.0,0.0
2025-08-16 00:00:00+00:00,3.0786690711975098,3.156259059906006,3.0780301094055176,3.108139991760254,4171845770,0.0,0.0
2025-08-17 00:00:00+00:00,3.108128070831299,3.146683931350708,3.088334083557129,3.089040994644165,3705547889,0.0,0.0
2025-08-19 00:00:00+00:00,3.061483860015869,3.076052188873291,2.984168529510498,2.9853618144989014,7217901568,0.0,0.0
